1788686121.859725042,0 %, 1690 MHz, 40, 7.13 W
1788686246.117941147,0 %, 1690 MHz, 39, 7.09 W
1788686246.217915581,0 %, 1690 MHz, 39, 7.07 W
1788686246.318954976,0 %, 1690 MHz, 39, 7.07 W
1788686246.419191042,0 %, 1690 MHz, 39, 7.07 W
1788686246.519666916,0 %, 1690 MHz, 39, 7.07 W
1788686246.620357750,0 %, 1690 MHz, 39, 7.07 W
1788686246.721296633,0 %, 1690 MHz, 39, 7.06 W
1788686246.821058763,0 %, 1690 MHz, 39, 7.06 W
1788686246.921164940,0 %, 1690 MHz, 39, 7.06 W
1788686247.021324078,0 %, 1690 MHz, 39, 7.06 W
1788686247.122234961,0 %, 1690 MHz, 39, 7.06 W
1788686247.222218979,0 %, 1690 MHz, 39, 7.06 W
1788686247.322875061,0 %, 1690 MHz, 39, 7.06 W
1788686247.422971719,0 %, 1690 MHz, 39, 7.06 W
1788686247.523939114,0 %, 1690 MHz, 39, 7.06 W
1788686247.624150428,0 %, 1690 MHz, 39, 7.06 W
1788686247.724310622,0 %, 1690 MHz, 39, 7.07 W
1788686247.824835072,0 %, 1690 MHz, 39, 7.07 W
1788686247.924294034,0 %, 1690 MHz, 39, 7.07 W
1788686248.024994900,0 %, 1690 MHz, 39, 7.07 W
1788686248.126075991,0 %, 1690 MHz, 39, 7.07 W
1788686248.226307289,0 %, 1690 MHz, 39, 7.07 W
1788686248.326610460,0 %, 1690 MHz, 39, 7.07 W
1788686248.426619486,0 %, 1690 MHz, 39, 7.07 W
1788686248.527302656,0 %, 1690 MHz, 39, 7.07 W
1788686248.628026147,0 %, 1690 MHz, 39, 7.07 W
1788686248.727651268,0 %, 1690 MHz, 39, 7.07 W
1788686248.828671959,0 %, 1690 MHz, 39, 7.07 W
1788686248.929046058,0 %, 1690 MHz, 39, 7.07 W
1788686249.029229692,0 %, 1690 MHz, 39, 7.07 W
1788686249.130091375,0 %, 1690 MHz, 39, 7.07 W
1788686249.230410481,0 %, 1690 MHz, 39, 7.09 W
1788686249.330787747,0 %, 1690 MHz, 39, 7.09 W
1788686249.431126470,0 %, 1690 MHz, 39, 7.09 W
1788686249.531799176,0 %, 1690 MHz, 39, 7.09 W
1788686249.632112843,0 %, 1690 MHz, 39, 7.09 W
1788686249.732492269,0 %, 1690 MHz, 39, 7.08 W
1788686249.832858255,0 %, 1690 MHz, 39, 7.08 W
1788686249.933454130,0 %, 1690 MHz, 39, 7.08 W
1788686250.033730420,0 %, 1690 MHz, 39, 7.08 W
1788686250.134227447,0 %, 1690 MHz, 39, 7.08 W
1788686250.234551017,0 %, 1690 MHz, 39, 7.04 W
1788686250.334578219,0 %, 1690 MHz, 39, 7.04 W
1788686250.435625518,0 %, 1690 MHz, 39, 7.04 W
1788686250.535833777,0 %, 1690 MHz, 39, 7.04 W
1788686250.634748498,0 %, 1690 MHz, 39, 7.04 W
1788686250.735547493,0 %, 1690 MHz, 39, 7.03 W
1788686250.835347686,0 %, 1690 MHz, 39, 7.03 W
1788686250.935566697,0 %, 1690 MHz, 39, 7.03 W
1788686251.036570780,0 %, 1690 MHz, 39, 7.03 W
1788686251.137142975,0 %, 1690 MHz, 39, 7.03 W
1788686251.237448897,0 %, 1690 MHz, 39, 6.99 W
1788686251.338019972,0 %, 1690 MHz, 39, 6.99 W
1788686251.438332582,0 %, 1690 MHz, 39, 6.99 W
1788686251.538685241,0 %, 1690 MHz, 39, 6.99 W
1788686251.639080491,0 %, 1690 MHz, 39, 6.99 W
1788686251.739587230,0 %, 1690 MHz, 39, 6.99 W
1788686251.839919280,0 %, 1690 MHz, 39, 6.99 W
1788686251.940236067,0 %, 1690 MHz, 39, 6.99 W
1788686252.040772022,0 %, 1690 MHz, 39, 6.99 W
1788686252.141091416,0 %, 1690 MHz, 39, 6.99 W
1788686252.241840891,0 %, 1690 MHz, 39, 7.03 W
1788686252.341980382,0 %, 1690 MHz, 39, 7.03 W
1788686252.442285392,0 %, 1690 MHz, 39, 7.03 W
1788686252.542426931,0 %, 1690 MHz, 39, 7.03 W
1788686252.643045669,0 %, 1690 MHz, 39, 7.03 W
1788686252.743557800,0 %, 1690 MHz, 39, 7.01 W
1788686252.843315786,0 %, 1690 MHz, 39, 7.01 W
1788686252.944239373,0 %, 1690 MHz, 39, 7.01 W
1788686253.044509024,0 %, 1690 MHz, 39, 7.01 W
1788686253.144979203,0 %, 1690 MHz, 39, 7.01 W
1788686253.245282277,0 %, 1690 MHz, 39, 7.00 W
1788686253.345288840,0 %, 1690 MHz, 39, 7.00 W
1788686253.446136875,0 %, 1690 MHz, 39, 7.00 W
1788686253.546309693,0 %, 1690 MHz, 39, 7.00 W
1788686253.646873760,0 %, 1690 MHz, 39, 7.00 W
1788686253.747221011,0 %, 1690 MHz, 39, 7.03 W
1788686253.847920582,0 %, 1690 MHz, 39, 7.03 W
1788686253.948142568,0 %, 1690 MHz, 39, 7.03 W
1788686254.048433611,0 %, 1690 MHz, 39, 7.03 W
1788686254.148667662,0 %, 1690 MHz, 39, 7.03 W
1788686254.249184561,0 %, 1690 MHz, 39, 7.03 W
1788686254.349972708,0 %, 1690 MHz, 39, 7.03 W
1788686254.450188102,0 %, 1690 MHz, 39, 7.03 W
1788686254.550508201,0 %, 1690 MHz, 39, 7.03 W
1788686254.650896508,0 %, 1690 MHz, 39, 7.03 W
1788686254.751441231,0 %, 1690 MHz, 39, 7.01 W
1788686254.851911074,0 %, 1690 MHz, 39, 7.01 W
1788686254.952124644,0 %, 1690 MHz, 39, 7.01 W
1788686255.052281575,0 %, 1690 MHz, 39, 7.01 W
1788686255.152585178,0 %, 1690 MHz, 39, 7.01 W
1788686255.253459901,0 %, 1690 MHz, 39, 7.02 W
1788686255.353619728,0 %, 1690 MHz, 39, 7.02 W
1788686255.454185971,0 %, 1690 MHz, 39, 7.02 W
1788686255.554522358,0 %, 1690 MHz, 39, 7.02 W
1788686255.655194329,0 %, 1690 MHz, 39, 7.02 W
1788686255.755588812,0 %, 1690 MHz, 39, 7.00 W
1788686255.855745550,0 %, 1690 MHz, 39, 7.00 W
1788686255.955889377,0 %, 1690 MHz, 39, 7.00 W
1788686256.056254148,0 %, 1690 MHz, 39, 7.00 W
1788686256.157142823,0 %, 1690 MHz, 39, 7.00 W
1788686256.257417370,0 %, 1690 MHz, 39, 6.99 W
1788686256.357573885,0 %, 1690 MHz, 39, 6.99 W
1788686256.458141200,0 %, 1690 MHz, 39, 6.99 W
1788686256.558276899,0 %, 1690 MHz, 39, 6.99 W
1788686256.659195398,0 %, 1690 MHz, 39, 6.99 W
1788686256.759713513,0 %, 1690 MHz, 39, 7.00 W
1788686256.859495788,0 %, 1690 MHz, 39, 7.00 W
1788686256.959935215,0 %, 1690 MHz, 39, 7.00 W
1788686257.060176738,0 %, 1690 MHz, 39, 7.00 W
1788686257.161084565,0 %, 1690 MHz, 39, 7.00 W
1788686257.261510360,0 %, 1690 MHz, 39, 7.03 W
1788686257.361557803,0 %, 1690 MHz, 39, 7.03 W
1788686257.462144078,0 %, 1690 MHz, 39, 7.03 W
1788686257.562635649,0 %, 1690 MHz, 39, 7.03 W
1788686257.663093604,0 %, 1690 MHz, 39, 7.03 W
1788686257.764037432,0 %, 1690 MHz, 39, 7.03 W
1788686257.863594346,0 %, 1690 MHz, 39, 7.03 W
1788686257.964043229,0 %, 1690 MHz, 39, 7.03 W
1788686258.064311120,0 %, 1690 MHz, 39, 7.03 W
1788686258.164859843,0 %, 1690 MHz, 39, 7.03 W
1788686258.265229031,0 %, 1690 MHz, 39, 7.01 W
1788686258.365535114,0 %, 1690 MHz, 39, 7.01 W
1788686258.465144540,0 %, 1690 MHz, 39, 7.01 W
1788686258.565710895,0 %, 1690 MHz, 39, 7.01 W
1788686258.665758338,0 %, 1690 MHz, 39, 7.01 W
1788686258.766005381,0 %, 1690 MHz, 39, 7.01 W
1788686258.867327737,0 %, 1690 MHz, 39, 7.01 W
1788686258.967590764,0 %, 1690 MHz, 39, 7.01 W
1788686259.068062271,0 %, 1690 MHz, 39, 7.01 W
1788686259.168315282,0 %, 1690 MHz, 39, 7.01 W
1788686259.269053014,0 %, 1690 MHz, 39, 7.04 W
1788686259.369346953,0 %, 1690 MHz, 39, 7.04 W
1788686259.469576428,0 %, 1690 MHz, 39, 7.04 W
1788686259.569980079,0 %, 1690 MHz, 39, 7.04 W
1788686259.670280450,0 %, 1690 MHz, 39, 7.04 W
1788686259.770249989,0 %, 1690 MHz, 39, 7.06 W
1788686259.871162681,0 %, 1690 MHz, 39, 7.06 W
1788686259.971645116,0 %, 1690 MHz, 39, 7.06 W
1788686260.071824495,0 %, 1690 MHz, 39, 7.06 W
1788686260.172032018,0 %, 1690 MHz, 39, 7.06 W
1788686260.272725718,0 %, 1690 MHz, 39, 7.05 W
1788686260.373205305,0 %, 1690 MHz, 39, 7.05 W
1788686260.473608957,0 %, 1690 MHz, 39, 7.05 W
1788686260.573932400,0 %, 1690 MHz, 39, 7.05 W
1788686260.674613891,0 %, 1690 MHz, 39, 7.05 W
1788686260.774814423,0 %, 1690 MHz, 39, 7.04 W
1788686260.874913066,0 %, 1690 MHz, 39, 7.04 W
1788686260.975426765,0 %, 1690 MHz, 39, 7.04 W
1788686261.075856960,0 %, 1690 MHz, 39, 7.04 W
1788686261.176558676,0 %, 1690 MHz, 39, 7.04 W
1788686261.275613110,0 %, 1690 MHz, 39, 7.02 W
1788686261.376038169,0 %, 1690 MHz, 39, 7.02 W
1788686261.476155548,0 %, 1690 MHz, 39, 7.02 W
1788686261.576482480,0 %, 1690 MHz, 39, 7.02 W
1788686261.676441107,0 %, 1690 MHz, 39, 7.02 W
1788686261.776865542,0 %, 1690 MHz, 39, 7.00 W
1788686261.878009578,0 %, 1690 MHz, 39, 7.00 W
1788686261.978331982,0 %, 1690 MHz, 39, 7.00 W
1788686262.078650081,0 %, 1690 MHz, 39, 7.00 W
1788686262.179358405,0 %, 1690 MHz, 39, 7.00 W
1788686262.279671208,0 %, 1690 MHz, 39, 7.03 W
1788686262.380011275,0 %, 1690 MHz, 39, 7.03 W
1788686262.480373455,0 %, 1690 MHz, 39, 7.03 W
1788686262.580565970,0 %, 1690 MHz, 39, 7.03 W
1788686262.680948230,0 %, 1690 MHz, 39, 7.03 W
1788686262.781563849,0 %, 1690 MHz, 39, 7.03 W
1788686262.881894093,0 %, 1690 MHz, 39, 7.03 W
1788686262.981615727,0 %, 1690 MHz, 39, 7.03 W
1788686263.082601828,0 %, 1690 MHz, 39, 7.03 W
1788686263.183317559,0 %, 1690 MHz, 39, 7.03 W
1788686263.283623947,0 %, 1690 MHz, 39, 7.03 W
1788686263.383883902,0 %, 1690 MHz, 39, 7.03 W
1788686263.484561634,0 %, 1690 MHz, 39, 7.03 W
1788686263.585105846,0 %, 1690 MHz, 39, 7.03 W
1788686263.685554249,0 %, 1690 MHz, 39, 7.04 W
1788686263.785771517,0 %, 1690 MHz, 39, 7.04 W
1788686263.886077376,0 %, 1690 MHz, 39, 7.04 W
1788686263.986815924,0 %, 1690 MHz, 39, 7.04 W
1788686264.087083095,0 %, 1690 MHz, 39, 7.04 W
1788686264.187247707,0 %, 1690 MHz, 39, 7.03 W
1788686264.287569502,0 %, 1690 MHz, 39, 7.03 W
1788686264.387823634,0 %, 1690 MHz, 39, 7.03 W
1788686264.488296134,0 %, 1690 MHz, 39, 7.03 W
1788686264.587950360,0 %, 1690 MHz, 39, 7.03 W
1788686264.688020012,0 %, 1690 MHz, 39, 7.04 W
1788686264.788496623,0 %, 1690 MHz, 39, 7.04 W
1788686264.888272194,0 %, 1690 MHz, 39, 7.04 W
1788686264.988715990,0 %, 1690 MHz, 39, 7.04 W
1788686265.090041403,0 %, 1690 MHz, 39, 7.04 W
1788686265.190192862,0 %, 1690 MHz, 39, 7.06 W
1788686265.290584258,0 %, 1690 MHz, 39, 7.06 W
1788686265.390762725,0 %, 1690 MHz, 39, 7.06 W
1788686265.491609929,0 %, 1690 MHz, 39, 7.06 W
1788686265.591927549,0 %, 1690 MHz, 39, 7.06 W
1788686265.692464881,0 %, 1690 MHz, 39, 7.06 W
1788686265.792619396,0 %, 1690 MHz, 39, 7.06 W
1788686265.893177752,0 %, 1690 MHz, 39, 7.06 W
1788686265.992885483,0 %, 1690 MHz, 39, 7.06 W
1788686266.092729182,0 %, 1690 MHz, 39, 7.06 W
1788686266.192929394,0 %, 1690 MHz, 39, 7.06 W
1788686266.294270855,0 %, 1690 MHz, 39, 7.06 W
1788686266.394521066,0 %, 1690 MHz, 39, 7.06 W
1788686266.494933646,0 %, 1690 MHz, 39, 7.06 W
1788686266.595289842,0 %, 1690 MHz, 39, 7.06 W
1788686266.695852390,0 %, 1690 MHz, 39, 7.07 W
1788686266.796188505,0 %, 1690 MHz, 39, 7.07 W
1788686266.896466877,0 %, 1690 MHz, 39, 7.07 W
1788686266.996613025,0 %, 1690 MHz, 39, 7.07 W
1788686267.096655604,0 %, 1690 MHz, 39, 7.07 W
1788686267.197815305,0 %, 1690 MHz, 39, 7.04 W
1788686267.297968316,0 %, 1690 MHz, 39, 7.04 W
1788686267.398471616,0 %, 1690 MHz, 39, 7.04 W
1788686267.498832484,0 %, 1690 MHz, 39, 7.04 W
1788686267.599343992,0 %, 1690 MHz, 39, 7.04 W
1788686267.699739628,0 %, 1690 MHz, 39, 7.05 W
1788686267.800220192,0 %, 1690 MHz, 39, 7.05 W
1788686267.900464116,0 %, 1690 MHz, 39, 7.05 W
1788686268.000795191,0 %, 1690 MHz, 39, 7.05 W
1788686268.101297451,0 %, 1690 MHz, 39, 7.05 W
1788686268.201806207,0 %, 1690 MHz, 39, 7.05 W
1788686268.301962435,0 %, 1690 MHz, 39, 7.05 W
1788686268.402510775,0 %, 1690 MHz, 39, 7.05 W
1788686268.503243868,0 %, 1690 MHz, 39, 7.05 W
1788686268.603533423,0 %, 1690 MHz, 39, 7.05 W
1788686268.703901747,0 %, 1690 MHz, 39, 7.01 W
1788686268.804220839,0 %, 1690 MHz, 39, 7.01 W
1788686268.904308523,0 %, 1690 MHz, 39, 7.01 W
1788686269.005228079,0 %, 1690 MHz, 39, 7.01 W
1788686269.105343203,0 %, 1690 MHz, 39, 7.01 W
1788686269.205842279,0 %, 1690 MHz, 39, 7.03 W
1788686269.306023739,0 %, 1690 MHz, 39, 7.03 W
1788686269.406921087,0 %, 1690 MHz, 39, 7.03 W
1788686269.507281139,0 %, 1690 MHz, 39, 7.03 W
1788686269.607543687,0 %, 1690 MHz, 39, 7.03 W
1788686269.707963467,0 %, 1690 MHz, 39, 7.07 W
1788686269.808080031,0 %, 1690 MHz, 39, 7.07 W
1788686269.908850675,0 %, 1690 MHz, 39, 7.07 W
1788686270.009125991,0 %, 1690 MHz, 39, 7.07 W
1788686270.108796251,0 %, 1690 MHz, 39, 7.07 W
1788686270.208625870,0 %, 1690 MHz, 39, 7.09 W
1788686270.309188562,0 %, 1690 MHz, 39, 7.09 W
1788686270.410144711,0 %, 1690 MHz, 39, 7.09 W
1788686270.510461739,0 %, 1690 MHz, 39, 7.09 W
1788686270.610623775,0 %, 1690 MHz, 39, 7.09 W
1788686270.711170771,0 %, 1690 MHz, 39, 7.09 W
1788686270.810835463,0 %, 1690 MHz, 39, 7.09 W
1788686270.911851611,0 %, 1690 MHz, 39, 7.09 W
1788686271.012182223,0 %, 1690 MHz, 39, 7.09 W
1788686271.112586531,0 %, 1690 MHz, 39, 7.09 W
1788686271.212938600,0 %, 1690 MHz, 39, 7.08 W
1788686271.313594924,0 %, 1690 MHz, 39, 7.08 W
1788686271.413932288,0 %, 1690 MHz, 39, 7.08 W
1788686271.514124196,0 %, 1690 MHz, 39, 7.08 W
1788686271.614545976,0 %, 1690 MHz, 39, 7.08 W
1788686271.715464381,0 %, 1690 MHz, 39, 7.04 W
1788686271.815556209,0 %, 1690 MHz, 39, 7.04 W
1788686271.915802101,0 %, 1690 MHz, 39, 7.04 W
1788686272.016248441,0 %, 1690 MHz, 39, 7.04 W
1788686272.116573805,0 %, 1690 MHz, 39, 7.04 W
1788686272.217346930,0 %, 1690 MHz, 39, 7.00 W
1788686272.317605846,0 %, 1690 MHz, 39, 7.00 W
1788686272.418031338,0 %, 1690 MHz, 39, 7.00 W
1788686272.518308142,0 %, 1690 MHz, 39, 7.00 W
1788686272.618497634,0 %, 1690 MHz, 39, 7.00 W
1788686272.719060983,0 %, 1690 MHz, 39, 7.01 W
1788686272.819535115,0 %, 1690 MHz, 39, 7.01 W
1788686272.919743391,0 %, 1690 MHz, 39, 7.01 W
1788686273.020097603,0 %, 1690 MHz, 39, 7.01 W
1788686273.120405032,0 %, 1690 MHz, 39, 7.01 W
1788686273.220931420,0 %, 1690 MHz, 39, 7.07 W
1788686273.321436433,0 %, 1690 MHz, 39, 7.07 W
1788686273.421631381,0 %, 1690 MHz, 39, 7.07 W
1788686273.522013305,0 %, 1690 MHz, 39, 7.07 W
1788686273.622322685,0 %, 1690 MHz, 39, 7.07 W
1788686273.722860978,0 %, 1690 MHz, 39, 7.09 W
1788686273.823557734,0 %, 1690 MHz, 39, 7.09 W
1788686273.923431322,0 %, 1690 MHz, 39, 7.09 W
1788686274.023806255,0 %, 1690 MHz, 39, 7.09 W
1788686274.124486755,0 %, 1690 MHz, 39, 7.09 W
1788686274.224302967,0 %, 1690 MHz, 39, 7.09 W
1788686274.325183244,0 %, 1690 MHz, 39, 7.09 W
1788686274.425361488,0 %, 1690 MHz, 39, 7.09 W
1788686274.525891701,0 %, 1690 MHz, 39, 7.09 W
1788686274.625998681,0 %, 1690 MHz, 39, 7.09 W
1788686274.726862334,0 %, 1690 MHz, 39, 7.06 W
1788686274.827166738,0 %, 1690 MHz, 39, 7.06 W
1788686274.927498086,0 %, 1690 MHz, 39, 7.06 W
1788686275.027498010,0 %, 1690 MHz, 39, 7.06 W
1788686275.128076671,0 %, 1690 MHz, 39, 7.06 W
1788686275.228221059,0 %, 1690 MHz, 39, 7.02 W
1788686275.329089064,0 %, 1690 MHz, 39, 7.02 W
1788686275.429241340,0 %, 1690 MHz, 39, 7.02 W
1788686275.529823937,0 %, 1690 MHz, 39, 7.02 W
1788686275.630151126,0 %, 1690 MHz, 39, 7.02 W
1788686275.730932410,0 %, 1690 MHz, 39, 7.04 W
1788686275.830948815,0 %, 1690 MHz, 39, 7.04 W
1788686275.930814787,0 %, 1690 MHz, 39, 7.04 W
1788686276.031633431,0 %, 1690 MHz, 39, 7.04 W
1788686276.132009436,0 %, 1690 MHz, 39, 7.04 W
1788686276.232515729,0 %, 1690 MHz, 39, 7.07 W
1788686276.332968581,0 %, 1690 MHz, 39, 7.07 W
1788686276.433324250,0 %, 1690 MHz, 39, 7.07 W
1788686276.533655198,0 %, 1690 MHz, 39, 7.07 W
1788686276.634044835,0 %, 1690 MHz, 39, 7.07 W
1788686276.734886328,0 %, 1690 MHz, 39, 7.07 W
1788686276.835049564,0 %, 1690 MHz, 39, 7.07 W
1788686276.935422257,0 %, 1690 MHz, 39, 7.07 W
1788686277.035752773,0 %, 1690 MHz, 39, 7.07 W
1788686277.136584298,0 %, 1690 MHz, 39, 7.07 W
1788686277.236562527,0 %, 1690 MHz, 39, 7.05 W
1788686277.337093267,0 %, 1690 MHz, 39, 7.05 W
1788686277.437222408,0 %, 1690 MHz, 39, 7.05 W
1788686277.537576988,0 %, 1690 MHz, 39, 7.05 W
1788686277.637784897,0 %, 1690 MHz, 39, 7.05 W
1788686277.737963989,0 %, 1690 MHz, 39, 7.03 W
1788686277.838111978,0 %, 1690 MHz, 39, 7.03 W
1788686277.938261518,0 %, 1690 MHz, 39, 7.03 W
1788686278.039073075,0 %, 1690 MHz, 39, 7.03 W
1788686278.139349208,0 %, 1690 MHz, 39, 7.03 W
1788686278.239053964,0 %, 1690 MHz, 39, 7.03 W
1788686278.339553409,0 %, 1690 MHz, 39, 7.03 W
1788686278.440061205,0 %, 1690 MHz, 39, 7.03 W
1788686278.540412186,0 %, 1690 MHz, 39, 7.03 W
1788686278.639820366,0 %, 1690 MHz, 39, 7.03 W
1788686278.740315283,0 %, 1690 MHz, 39, 7.05 W
1788686278.840456455,0 %, 1690 MHz, 39, 7.05 W
1788686278.941174604,0 %, 1690 MHz, 39, 7.05 W
1788686279.041844497,0 %, 1690 MHz, 39, 7.05 W
1788686279.142317014,0 %, 1690 MHz, 39, 7.05 W
1788686279.242654987,0 %, 1690 MHz, 39, 7.07 W
1788686279.343088784,0 %, 1690 MHz, 39, 7.07 W
1788686279.443732597,0 %, 1690 MHz, 39, 7.07 W
1788686279.544051849,0 %, 1690 MHz, 39, 7.07 W
1788686279.644620542,0 %, 1690 MHz, 39, 7.07 W
1788686279.744604403,0 %, 1690 MHz, 39, 7.05 W
1788686279.844769799,0 %, 1690 MHz, 39, 7.05 W
1788686279.945682221,0 %, 1690 MHz, 39, 7.05 W
1788686280.046014001,0 %, 1690 MHz, 39, 7.05 W
1788686280.146361110,0 %, 1690 MHz, 39, 7.05 W
1788686280.246544715,0 %, 1690 MHz, 39, 7.05 W
1788686280.346786544,0 %, 1690 MHz, 39, 7.05 W
1788686280.447627589,0 %, 1690 MHz, 39, 7.05 W
1788686280.547604905,0 %, 1690 MHz, 39, 7.05 W
1788686280.648104078,0 %, 1690 MHz, 39, 7.05 W
1788686280.748623091,0 %, 1690 MHz, 39, 7.10 W
1788686280.848613752,0 %, 1690 MHz, 39, 7.10 W
1788686280.949571165,0 %, 1690 MHz, 39, 7.10 W
1788686281.049632146,0 %, 1690 MHz, 39, 7.10 W
1788686281.150150151,0 %, 1690 MHz, 39, 7.10 W
1788686281.250528940,0 %, 1690 MHz, 39, 7.11 W
1788686281.350715601,0 %, 1690 MHz, 39, 7.11 W
1788686281.451516102,0 %, 1690 MHz, 39, 7.11 W
1788686281.551532539,0 %, 1690 MHz, 39, 7.11 W
1788686281.652054496,0 %, 1690 MHz, 39, 7.11 W
1788686281.752417845,0 %, 1690 MHz, 39, 7.10 W
1788686281.852591881,0 %, 1690 MHz, 39, 7.10 W
1788686281.952317902,0 %, 1690 MHz, 39, 7.10 W
1788686282.052319026,0 %, 1690 MHz, 39, 7.10 W
1788686282.152281991,0 %, 1690 MHz, 39, 7.10 W
1788686282.252367339,0 %, 1690 MHz, 39, 7.08 W
1788686282.352791041,0 %, 1690 MHz, 39, 7.08 W
1788686282.452956133,0 %, 1690 MHz, 39, 7.08 W
1788686282.553735691,0 %, 1690 MHz, 39, 7.08 W
1788686282.654096256,0 %, 1690 MHz, 39, 7.08 W
1788686282.754433637,0 %, 1690 MHz, 39, 7.07 W
1788686282.855105706,0 %, 1690 MHz, 39, 7.07 W
1788686282.955414607,0 %, 1690 MHz, 39, 7.07 W
1788686283.055598020,0 %, 1690 MHz, 39, 7.07 W
1788686283.156136377,0 %, 1690 MHz, 39, 7.07 W
1788686283.256820479,0 %, 1690 MHz, 39, 7.07 W
1788686283.357035123,0 %, 1690 MHz, 39, 7.07 W
1788686283.457323208,0 %, 1690 MHz, 39, 7.07 W
1788686283.557916798,0 %, 1690 MHz, 39, 7.07 W
1788686283.658544675,0 %, 1690 MHz, 39, 7.07 W
1788686283.758924504,0 %, 1690 MHz, 39, 7.04 W
1788686283.858903645,0 %, 1690 MHz, 39, 7.04 W
1788686283.959421730,0 %, 1690 MHz, 39, 7.04 W
1788686284.059407655,0 %, 1690 MHz, 39, 7.04 W
1788686284.159993356,0 %, 1690 MHz, 39, 7.04 W
1788686284.260687234,0 %, 1690 MHz, 39, 7.02 W
1788686284.361031271,0 %, 1690 MHz, 39, 7.02 W
1788686284.461476748,0 %, 1690 MHz, 39, 7.02 W
1788686284.561571233,0 %, 1690 MHz, 39, 7.02 W
1788686284.661921046,0 %, 1690 MHz, 39, 7.02 W
1788686284.762468043,0 %, 1690 MHz, 39, 7.02 W
1788686284.862792161,0 %, 1690 MHz, 39, 7.02 W
1788686284.963335606,0 %, 1690 MHz, 39, 7.02 W
1788686285.063365579,0 %, 1690 MHz, 39, 7.02 W
1788686285.163931904,0 %, 1690 MHz, 39, 7.02 W
1788686285.264571894,0 %, 1690 MHz, 39, 7.02 W
1788686285.364975915,0 %, 1690 MHz, 39, 7.02 W
1788686285.465293088,0 %, 1690 MHz, 39, 7.02 W
1788686285.565586469,0 %, 1690 MHz, 39, 7.02 W
1788686285.666314523,0 %, 1690 MHz, 39, 7.02 W
1788686285.766447840,0 %, 1690 MHz, 39, 7.00 W
1788686285.867157734,0 %, 1690 MHz, 39, 7.00 W
1788686285.967341259,0 %, 1690 MHz, 39, 7.00 W
1788686286.067319440,0 %, 1690 MHz, 39, 7.00 W
1788686286.168232165,0 %, 1690 MHz, 39, 7.00 W
1788686286.268536139,0 %, 1690 MHz, 39, 7.02 W
1788686286.368881312,0 %, 1690 MHz, 39, 7.02 W
1788686286.469279893,0 %, 1690 MHz, 39, 7.02 W
1788686286.569499306,0 %, 1690 MHz, 39, 7.02 W
1788686286.670187872,0 %, 1690 MHz, 39, 7.02 W
1788686286.770656085,0 %, 1690 MHz, 39, 7.05 W
1788686286.870836347,0 %, 1690 MHz, 39, 7.05 W
1788686286.971248784,0 %, 1690 MHz, 39, 7.05 W
1788686287.071263333,0 %, 1690 MHz, 39, 7.05 W
1788686287.172159339,0 %, 1690 MHz, 39, 7.05 W
1788686287.272472064,0 %, 1690 MHz, 39, 7.05 W
1788686287.372859734,0 %, 1690 MHz, 39, 7.05 W
1788686287.473241563,0 %, 1690 MHz, 39, 7.05 W
1788686287.572972784,0 %, 1690 MHz, 39, 7.05 W
1788686287.674088182,0 %, 1690 MHz, 39, 7.05 W
1788686287.774220987,0 %, 1690 MHz, 39, 7.05 W
1788686287.874661440,0 %, 1690 MHz, 39, 7.05 W
1788686287.974287285,0 %, 1690 MHz, 39, 7.05 W
1788686288.075263147,0 %, 1690 MHz, 39, 7.05 W
1788686288.175528801,0 %, 1690 MHz, 39, 7.05 W
1788686288.276237206,0 %, 1690 MHz, 39, 7.04 W
1788686288.376571660,0 %, 1690 MHz, 39, 7.04 W
1788686288.477003777,0 %, 1690 MHz, 39, 7.04 W
1788686288.577279463,0 %, 1690 MHz, 39, 7.04 W
1788686288.677623388,0 %, 1690 MHz, 39, 7.04 W
1788686288.778194930,0 %, 1690 MHz, 39, 7.01 W
1788686288.878484935,0 %, 1690 MHz, 39, 7.01 W
1788686288.978679005,0 %, 1690 MHz, 39, 7.01 W
1788686289.079083506,0 %, 1690 MHz, 39, 7.01 W
1788686289.179454440,0 %, 1690 MHz, 39, 7.01 W
1788686289.280110189,0 %, 1690 MHz, 39, 7.01 W
1788686289.380449171,0 %, 1690 MHz, 39, 7.01 W
1788686289.480661560,0 %, 1690 MHz, 39, 7.01 W
1788686289.581054094,0 %, 1690 MHz, 39, 7.01 W
1788686289.681372835,0 %, 1690 MHz, 39, 7.01 W
1788686289.781600121,0 %, 1690 MHz, 39, 7.02 W
1788686289.882234303,0 %, 1690 MHz, 39, 7.02 W
1788686289.982399572,0 %, 1690 MHz, 39, 7.02 W
1788686290.082973738,0 %, 1690 MHz, 39, 7.02 W
1788686290.183173967,0 %, 1690 MHz, 39, 7.06 W
1788686290.283502021,0 %, 1690 MHz, 39, 7.06 W
1788686290.384039163,0 %, 1690 MHz, 39, 7.06 W
1788686290.484352320,0 %, 1690 MHz, 39, 7.06 W
1788686290.584709478,0 %, 1690 MHz, 39, 7.06 W
1788686290.685077547,0 %, 1690 MHz, 39, 7.07 W
1788686290.785653873,0 %, 1690 MHz, 39, 7.07 W
1788686290.886134903,0 %, 1690 MHz, 39, 7.07 W
1788686290.985448252,0 %, 1690 MHz, 39, 7.07 W
1788686291.086602610,0 %, 1690 MHz, 39, 7.07 W
1788686291.186969416,0 %, 1690 MHz, 39, 7.03 W
